FID,providerid,uid,caretype,price,capacity,quality,provider_l,provider_1
8131,LAA9GP0O,8132,family,53,2,4,-93.160110000000003,44.477780000000003
8132,YGE9VW3L,8133,family,235,40,3,-93.159980000000004,45.049250000000001
8133,NJQ5XL7A,8134,family,99,22,2,-93.159973144500000,45.048915862999998
8134,CNC7BF2Q,8135,family,135,9,2,-93.159940000000006,44.724850000000004
8135,TUN3KO9W,8136,family,119,18,3,-93.159934997600004,45.052684783899998
8136,KVV2ZK3X,8137,center,170,49,1,-93.159880000000001,44.930869999999999
8137,RPG5VF5B,8138,center,484,66,4,-93.159589999999994,45.138469999999998
8138,OWP7TT3A,8139,family,247,14,3,-93.159561157200002,44.818080902100000
8139,ZYX6IT2W,8140,family,106,31,4,-93.159559999999999,45.021639999999998
8140,HMZ6MB1U,8141,family,181,42,2,-93.159430000000000,45.149160000000002
8141,QYS2HT4W,8142,center,489,42,3,-93.159409999999994,44.978029999999997
8142,GIO8YX1N,8143,family,218,37,2,-93.159379999999999,45.716670000000001
8143,ZOV9HK3Z,8144,center,340,68,3,-93.159370422400002,45.715206146200003
8144,VBH5PJ4N,8145,family,70,1,1,-93.159300000000002,44.825670000000002
8145,ZDK6UY1Z,8146,center,289,67,2,-93.159271240199999,45.149391174300000
8146,TKP5SR5Z,8147,center,105,95,3,-93.159202575699993,44.740562439000001
8147,FQQ9FH3I,8148,family,122,15,2,-93.159065246599994,44.436199188200000
8148,CGI1HE6T,8149,family,139,18,1,-93.159059999999997,44.435980000000001
8149,AAH3TH9Y,8150,family,144,47,2,-93.159059999999997,44.818469999999998
8150,VKD4MD7X,8151,family,5,13,2,-93.158879999999996,44.729590000000002
8151,PBE4IL7R,8152,family,75,32,1,-93.158683776900006,44.675991058299999
8152,KKO5YX3Y,8153,family,87,19,4,-93.158599853499993,44.663112640400001
8153,IOM7KD4O,8154,center,173,20,4,-93.158249999999995,44.958150000000003
8154,JRG1YX2P,8155,center,131,79,3,-93.158019999999993,45.068980000000003
8155,HWR0GH0N,8156,family,159,9,3,-93.157989502000007,44.985328674300000
8156,RLW8DT0P,8157,family,119,10,4,-93.157910000000001,45.385829999999999
8157,JSR5CR8F,8158,family,124,19,1,-93.157615661600005,45.078498840300000
8158,NIY2GF1I,8159,family,254,25,2,-93.157480000000007,45.350690000000000
8159,IQI2WI3F,8160,family,283,13,2,-93.157219999999995,44.933500000000002
8160,CGV9RT7D,8161,family,150,27,4,-93.157218933099998,44.933338165300000
8161,COD8BA8G,8162,family,194,32,4,-93.157179999999997,45.016419999999997
8162,NNE4UH9J,8163,family,184,16,2,-93.156997680700002,45.028388977100001
8163,HSD3YG8W,8164,center,145,79,2,-93.156806945800000,44.918254852300002
8164,KEG7NC5P,8165,family,128,48,1,-93.156730651900006,45.068939209000000
8165,ZFP1ZX5U,8166,center,172,54,1,-93.156469999999999,45.068680000000001
8166,AQP1GN3F,8167,family,164,36,4,-93.156333923299997,44.926078796399999
8167,VZJ7BA3K,8168,family,53,29,1,-93.156318664599993,45.244308471700002
8168,TND6NL0S,8169,family,62,13,3,-93.156036377000007,45.077953338599997
8169,EQE6ZR6K,8170,center,427,49,1,-93.156021118200002,44.916061401400000
8170,ODD8ZS8F,8171,family,246,4,3,-93.156019999999998,44.915830000000000
8171,MPT0DQ0O,8172,center,338,38,1,-93.155950000000004,45.066299999999998
8172,NBR6NC8V,8173,center,451,22,1,-93.155929999999998,45.129980000000003
8173,LSU9VM6J,8174,family,167,2,4,-93.155699999999996,44.449219999999997
8174,LNN4AY1T,8175,family,134,7,2,-93.155659999999997,45.071599999999997
8175,IOE9WX8W,8176,family,19,11,4,-93.155450000000002,44.442580000000000
8176,BMT8SM3G,8177,family,283,47,3,-93.155410000000003,44.789490000000001
8177,OSY9YU9H,8178,family,144,15,3,-93.155330000000006,45.011209999999998
8178,TXF8HB8M,8179,family,299,9,2,-93.155311584499998,45.071636200000000
8179,AGO7EO5Q,8180,family,92,37,1,-93.155169999999998,44.442599999999999
8180,CFZ7AW7V,8181,center,202,73,1,-93.154880000000006,44.662030000000001
8181,BDU8TS9P,8182,center,159,54,3,-93.154769999999999,44.745480000000001
8182,HIY7BH7P,8183,family,127,34,1,-93.154439999999994,45.348930000000003
8183,WCR6BT8Q,8184,family,168,1,3,-93.154179999999997,44.718229999999998
8184,XSP4NN1Q,8185,family,89,18,3,-93.154060000000001,44.923070000000003
8185,QQI3UF4Z,8186,family,145,13,1,-93.153689999999997,45.264820000000000
8186,IZB8CR3R,8187,family,54,17,4,-93.153572082500006,44.661563873299997
8187,TZF6OH0G,8188,center,127,32,4,-93.153503418000000,44.721565246600001
8188,UVW8NF4C,8189,family,144,4,1,-93.153434753400006,44.740676879900001
8189,UKL4LL6K,8190,family,288,25,1,-93.153189999999995,44.717730000000003
8190,LLH9GF1I,8191,center,474,34,4,-93.153083801299999,44.929630279500003
8191,RVT5WX1N,8192,family,68,10,2,-93.153080000000003,44.929409999999997
8192,UYE3DZ0X,8193,family,37,2,4,-93.152969999999996,44.933540000000001
8193,FTO6HU1O,8194,family,163,40,4,-93.152870178200004,44.930606842000003
8194,WUF5VG8C,8195,family,247,17,3,-93.152479999999997,44.722969999999997
8195,SIH3RA7K,8196,family,253,5,1,-93.152469999999994,44.449880000000000
8196,ZFB7ON9R,8197,family,32,17,2,-93.152000000000001,44.718209999999999
8197,DAZ6UM5P,8198,family,26,16,2,-93.151300000000006,44.728310000000000
8198,MJZ9YC7X,8199,center,348,38,4,-93.150790000000001,45.013840000000002
8199,LLB9HE6E,8200,family,109,7,1,-93.150769999999994,44.146430000000002
8200,IRP8GB2Q,8201,center,204,29,1,-93.150720000000007,45.077019999999997
8201,ATS7MN3G,8202,center,122,88,1,-93.150670000000005,44.945569999999996
8202,XBQ6VD3Z,8203,family,224,25,3,-93.150589999999994,44.635489999999997
8203,BEP3DT6W,8204,family,66,29,3,-93.150509999999997,44.926679999999998
8204,ATO3JB7E,8205,family,214,26,4,-93.150239999999997,44.815660000000001
8205,DWE9RS2Z,8206,family,3,13,2,-93.150085449200006,45.076915741000001
8206,JHA6BZ2C,8207,family,250,11,1,-93.149950000000004,45.000700000000002
8207,CDT1AT5N,8208,family,175,49,4,-93.149799999999999,45.163719999999998
8208,QMD0YO1R,8209,center,456,74,4,-93.149720000000002,45.164819999999999
8209,UFG1SB0L,8210,family,246,12,1,-93.149345397900007,45.147048950200002
8210,BZU8AD4W,8211,family,109,28,2,-93.149289999999993,44.443159999999999
8211,NPL2WE1M,8212,family,151,35,1,-93.149220000000000,45.154629999999997
8212,BPQ2DQ3V,8213,center,326,92,3,-93.148989999999998,45.161259999999999
8213,EOT4MD3C,8214,center,413,58,4,-93.148719999999997,45.193140000000000
8214,GWU1KM8C,8215,family,83,18,2,-93.148660000000007,44.737720000000003
8215,HLW4KR1I,8216,family,45,1,1,-93.148070000000004,44.007359999999998
8216,SXM2YK3A,8217,family,224,19,1,-93.147970000000001,44.964350000000003
8217,GPX2OE9M,8218,center,101,79,3,-93.147710000000004,44.434060000000002
8218,MGW3UJ3D,8219,center,227,34,1,-93.147700000000000,44.433549999999997
8219,PWY3KB5O,8220,family,235,14,1,-93.147480000000002,44.814700000000002
8220,SKD3KK5J,8221,center,443,44,2,-93.147469999999998,44.831710000000001
8221,KTH4WS7D,8222,family,210,36,2,-93.147430000000000,45.085929999999998
8222,QSI8FR5K,8223,center,345,98,1,-93.147379999999998,44.449339999999999
8223,FIV9GK7S,8224,center,193,69,3,-93.147340000000000,45.160939999999997
8224,KRG3IC3Q,8225,family,78,48,4,-93.147270000000006,44.635980000000004
8225,KUA2EE3Y,8226,center,461,38,2,-93.147199999999998,45.098990000000001
8226,WLZ0QU4R,8227,family,161,12,2,-93.147193908700004,45.098667144799997
8227,OGP7WM4B,8228,family,286,32,4,-93.147099999999995,44.990810000000003
8228,JWN8OH9G,8229,family,212,2,4,-93.147000000000006,44.940840000000001
8229,MMQ7YX0T,8230,family,264,42,2,-93.146780000000007,45.146509999999999
8230,YZQ9JS7H,8231,family,30,1,1,-93.146636962900004,45.166275024400001
8231,RHV5WS9Z,8232,center,241,99,4,-93.146420000000006,44.954970000000003
8232,OQA9RN4R,8233,family,180,26,1,-93.146410000000003,44.720570000000002
8233,PIH8FC1U,8234,family,73,9,1,-93.146249999999995,44.748330000000003
8234,AHP2WW4R,8235,family,186,45,4,-93.146171569800003,44.981761932399998
8235,OBT2PG1T,8236,family,154,33,2,-93.146119999999996,45.044890000000002
8236,SMU4GK2E,8237,family,162,33,4,-93.146100000000004,44.973990000000001
8237,GIW3SY3N,8238,family,77,36,1,-93.145769999999999,44.730210000000000
8238,BEH7FH1E,8239,family,216,49,2,-93.145769999999999,45.161389999999997
8239,IXL1TJ0Z,8240,family,106,31,3,-93.145408630399999,45.146385192899999
8240,GCP0EA5K,8241,family,73,13,1,-93.145399999999995,44.805830000000000
8241,MIQ5ZP6O,8242,family,132,33,3,-93.144819999999996,44.948210000000003
8242,XQI3SA6U,8243,family,165,27,3,-93.144720000000007,44.994169999999997
8243,IOO5PV9B,8244,family,133,31,1,-93.144660000000002,44.954580000000000
8244,EAC1CF5R,8245,family,126,0,4,-93.144630432100001,45.087356567400001
8245,BTQ1ZX5V,8246,center,250,79,2,-93.144540000000006,44.823180000000001
8246,GEP4BY0P,8247,center,353,38,4,-93.143969999999996,45.147140000000000
8247,UTT8TY2Q,8248,family,168,40,3,-93.143950000000004,44.632019999999997
8248,ADZ4CZ8S,8249,center,473,25,3,-93.143900000000002,44.878639999999997
8249,MNW0ZO1F,8250,center,229,83,3,-93.143890380900004,44.955841064500000
8250,GVX2NA7T,8251,center,177,72,1,-93.143821716299996,44.961151123000000
8251,SHZ8MJ6M,8252,family,119,49,2,-93.143820000000005,44.955939999999998
8252,CKX5PW1A,8253,family,66,12,2,-93.143760681200007,44.744945526099997
8253,BDA3OA7N,8254,family,212,20,4,-93.143510000000006,44.947690000000001
8254,DPD5HJ1R,8255,family,31,41,1,-93.143490000000000,45.165909999999997
8255,QWD6BR5Y,8256,center,287,58,3,-93.143479999999997,45.005730000000000
8256,FCX2IQ3A,8257,family,196,38,1,-93.143439999999998,44.954569999999997
8257,JNV8TL9H,8258,center,408,30,3,-93.143394470199993,44.970180511499997
8258,XZH4SZ8Q,8259,family,150,21,3,-93.143299999999996,45.162399999999998
8259,YSO0NT6R,8260,family,2,8,3,-93.143270000000001,44.743530000000000
8260,RUJ9SW7I,8261,center,176,59,3,-93.143240000000006,44.991630000000001
8261,HDT5XZ4P,8262,family,30,23,4,-93.143173217799998,44.853317260700003
8262,LLD9FG1A,8263,center,219,33,2,-93.143050000000002,45.730759999999997
8263,LMD1SA9E,8264,family,198,24,3,-93.142730712900004,44.967460632300003
8264,UPW1AP6V,8265,family,157,46,4,-93.142679999999999,44.439529999999998
8265,JUI3KG5H,8266,family,179,17,1,-93.142555236800007,44.721401214600000
8266,GEZ1FW8Q,8267,center,156,74,1,-93.142439999999993,44.948200000000000
8267,TPW6UD5N,8268,family,195,38,2,-93.142340000000004,44.739970000000000
8268,ESL4PW3U,8269,family,23,22,4,-93.142150000000001,44.885359999999999
8269,LKY0TT1K,8270,family,298,6,4,-93.141940000000005,44.813360000000003
8270,KCC2IW2G,8271,family,23,31,1,-93.141900000000007,45.170420000000000
8271,ARH2YT4V,8272,center,385,46,4,-93.141890000000004,44.926229999999997
8272,TOM6LY5Y,8273,family,231,23,3,-93.141609191900002,44.727798461900001
8273,NAP4PA4P,8274,family,181,4,4,-93.141586303699995,45.188156127900001
8274,KPM5FN0M,8275,family,39,13,4,-93.141459999999995,44.727150000000002
8275,NKX3RJ7Y,8276,family,20,42,4,-93.141031999999996,44.635899999999999
8276,LSA2BU9T,8277,center,273,22,1,-93.140919999999994,44.950569999999999
8277,IFB2XC5N,8278,family,211,5,2,-93.140899658199999,44.636680603000002
8278,ZBO3JA5N,8279,center,409,80,3,-93.140754699699997,44.963027954099999
8279,RAZ2BD5K,8280,family,52,43,4,-93.140739999999994,44.963470000000001
8280,LMY1TG3G,8281,family,95,15,2,-93.140439999999998,44.639420000000001
8281,HXS3SA9M,8282,family,59,27,3,-93.140100000000004,44.818500000000000
8282,VOB0ZV1P,8283,family,46,7,2,-93.139840000000007,44.640680000000003
8283,WMO7RM7S,8284,family,5,31,3,-93.139719999999997,44.933869999999999
8284,CFE1KT2U,8285,center,422,21,4,-93.139669999999995,44.921219999999998
8285,JOK9LL6A,8286,center,284,36,3,-93.139619999999994,44.795090000000002
8286,RWL0CC6E,8287,family,170,39,1,-93.139602661100000,44.951255798299997
8287,ANC1EU6B,8288,family,238,24,4,-93.139390000000006,44.959090000000003
8288,BBB5GE3R,8289,center,459,32,4,-93.139312744099996,44.816555023200003
8289,AAX3ID4O,8290,center,253,28,2,-93.139189999999999,44.816749999999999
8290,YXC5MS3M,8291,family,44,49,2,-93.138859999999994,45.185820000000000
8291,SZX4NO7R,8292,center,110,67,1,-93.138442993200002,44.957511901899998
8292,QNA1VB8V,8293,center,174,55,4,-93.138440000000003,44.957270000000001
8293,PEZ5YO5U,8294,center,132,79,4,-93.138390000000001,44.960760000000001
8294,HUK8HJ6Z,8295,center,364,20,1,-93.138180000000006,45.018949999999997
8295,NGD8XT9B,8296,family,51,7,1,-93.138130188000005,44.632057189900003
8296,OTC3IH5Y,8297,center,158,56,2,-93.138059999999996,45.028410000000001
8297,CGZ8EK4G,8298,center,108,92,1,-93.137573242200006,45.019535064700001
8298,UVE5RR6Y,8299,family,55,3,2,-93.137429999999995,44.954180000000001
8299,DBL3IA1E,8300,center,343,49,4,-93.137280000000004,44.953679999999999
8300,DVQ7ZN2L,8301,center,227,62,1,-93.137140000000002,44.930920000000000
8301,FWC5IW5G,8302,family,174,49,1,-93.137138366700000,44.930637359599999
8302,AJU0MA5H,8303,center,470,79,3,-93.136970520000006,45.086433410600002
8303,KEU2NL9P,8304,family,271,42,4,-93.136718750000000,44.533950805700002
8304,MTD3XL7I,8305,family,290,44,4,-93.136642456100006,45.183181762700002
8305,MJZ1BA3A,8306,family,24,33,2,-93.136579999999995,45.182899999999997
8306,YMC0RA3Z,8307,family,148,13,2,-93.136560000000003,45.170259999999999
8307,WZY6PV5F,8308,family,285,29,3,-93.136309999999995,44.945279999999997
8308,DLA6EE3B,8309,family,130,16,2,-93.136306762700002,44.825088501000003
8309,PLL7WS9I,8310,family,25,29,4,-93.136009216299996,44.962104797400002
8310,SLO8OM6J,8311,family,181,48,3,-93.135925293000000,44.925003051799997
8311,PPW7RT5F,8312,family,190,38,2,-93.135840000000002,44.898640000000000
8312,DZJ9XZ7A,8313,center,281,86,2,-93.135350000000003,45.007280000000002
8313,WSC9ZQ7U,8314,family,3,23,3,-93.135310000000004,45.036769999999997
8314,EMZ2NP0R,8315,family,201,3,3,-93.135238647500003,44.800701141399998
8315,WZJ2MU9T,8316,family,204,45,1,-93.135185241700000,44.730201721199997
8316,JSX8YR5I,8317,family,28,22,1,-93.135154724100005,44.945751190199999
8317,ECF7SC2S,8318,family,176,5,2,-93.135149999999996,44.945529999999998
8318,VFT6QR0A,8319,family,246,38,3,-93.135149999999996,44.947920000000003
8319,JPW7OT2L,8320,family,6,48,2,-93.134990000000002,44.729900000000001
8320,VHV7CG2B,8321,family,122,8,4,-93.134979999999999,44.923029999999997
8321,YCT3HV4H,8322,family,104,6,2,-93.134969999999996,44.801569999999998
8322,RHS2KD2O,8323,center,356,20,1,-93.134849548299997,44.947921752900001
8323,OBA2QR4N,8324,family,147,41,4,-93.134841918899994,45.162502288799999
8324,HVL3SH7Y,8325,family,237,25,3,-93.134730000000005,44.733590000000000
8325,MBW1BS7A,8326,family,153,0,3,-93.134690000000006,44.929029999999997
8326,XKM6EZ5L,8327,family,188,46,3,-93.134270000000001,45.047190000000001
8327,EEA5PV3H,8328,center,353,42,2,-93.134230000000002,45.186549999999997
8328,GJN5GX9D,8329,family,55,15,2,-93.134090000000000,44.739960000000004
8329,KSS8BO4H,8330,family,141,6,2,-93.134048461899994,44.740142822300001
8330,QYF8TV0C,8331,family,182,50,1,-93.133979999999994,45.129469999999998
8331,JKA7IM9U,8332,family,60,31,1,-93.133740000000003,44.758040000000001
8332,AZC6KH3U,8333,family,137,10,4,-93.133629999999997,44.960520000000002
8333,QEK8VS1I,8334,family,135,43,2,-93.133628845199993,44.960296630899997
8334,YBD9WB0Y,8335,center,108,84,1,-93.133529999999993,45.018580000000000
8335,GPL3TS5O,8336,family,177,1,4,-93.133331298800002,45.038673400900002
8336,IVY3JI9X,8337,family,10,36,3,-93.133290000000002,44.800919999999998
8337,SDW6OO3Z,8338,family,136,4,4,-93.133219999999994,44.658410000000003
8338,EHX6KO3R,8339,center,481,87,1,-93.133209228499993,45.018596649199999
8339,OPR2PX8C,8340,center,378,50,2,-93.132934570299994,44.963005065899999
8340,ZNX2WE7V,8341,family,210,16,3,-93.132930000000002,44.635370000000002
8341,KXB8KJ2A,8342,family,148,13,4,-93.132859999999994,44.963230000000003
8342,JXQ9KV3A,8343,center,301,99,3,-93.132789611800007,45.022033691399997
8343,HHM5FX9V,8344,family,111,26,4,-93.132760000000005,44.925759999999997
8344,JHZ0RH8U,8345,center,236,70,1,-93.132700000000000,44.959080000000000
8345,SLA1GY4I,8346,center,273,33,1,-93.132670000000005,44.926389999999998
8346,LFI5FA9C,8347,family,290,12,1,-93.132520000000000,44.953290000000003
8347,NKS7BM5L,8348,family,55,18,3,-93.132390000000001,44.958689999999997
8348,NER0BJ5C,8349,family,45,24,2,-93.132279999999994,44.869639999999997
8349,FCR4PI5W,8350,family,184,32,1,-93.132270000000005,44.732610000000001
8350,ZUW3GX2J,8351,family,256,0,2,-93.132118225100001,45.146705627400003
8351,DQG1AS9T,8352,family,51,49,1,-93.132080078100003,44.636150360099997
8352,UFX3SO4K,8353,family,24,15,1,-93.132009999999994,44.741399999999999
8353,DVI3GK1O,8354,family,260,17,2,-93.131820000000005,44.740670000000001
8354,XRC9UP5N,8355,family,79,49,1,-93.131770000000003,44.957780000000000
8355,XPR7ZE1F,8356,family,156,49,3,-93.131451999999996,44.926139999999997
8356,REJ9WQ8K,8357,family,273,44,1,-93.131450000000001,44.926139999999997
8357,EOR3ZV8Y,8358,center,338,43,3,-93.131339999999994,44.633090000000003
8358,UUO2AP7W,8359,family,3,42,1,-93.131309999999999,44.735639999999997
8359,BMI7CM5C,8360,center,301,69,4,-93.131020000000007,44.665950000000002
8360,ICZ3LV8M,8361,family,229,19,3,-93.130939999999995,44.660870000000003
8361,UPD0GX5N,8362,family,101,2,2,-93.130870000000002,44.802869999999999
8362,EGQ3PE8V,8363,family,269,12,3,-93.130859375000000,44.761516571000001
8363,LXG1VB9P,8364,center,110,54,3,-93.130820000000000,44.638739999999999
8364,HGL9IJ1T,8365,family,150,50,1,-93.130775451700003,44.633285522500003
8365,DWE7FE3O,8366,family,23,34,2,-93.130653381299993,44.962097168000000
8366,AKK6NG7A,8367,family,227,27,3,-93.130622863799999,44.928371429400002
8367,DSL9YC3U,8368,family,109,49,2,-93.130569457999997,44.638702392600003
8368,QWY3PY6S,8369,center,281,24,1,-93.130330000000001,44.959080000000000
8369,QGK9EW6A,8370,center,462,70,4,-93.130180358900006,44.803951263400002
8370,CKD6AW2W,8371,family,285,20,4,-93.130160000000004,44.803690000000003
8371,PWQ7TO8L,8372,center,321,41,2,-93.130111694299998,44.930625915500002
8372,BQZ0DR1S,8373,family,260,44,1,-93.130110000000002,44.930889999999998
8373,HCR4XJ9D,8374,center,396,61,3,-93.130080000000007,44.956049999999998
8374,WNB6SL1L,8375,family,236,27,3,-93.130009999999999,44.479309999999998
8375,YBW1VZ5A,8376,family,115,10,2,-93.129562377900001,44.974483489999997
8376,TUV0KO2Z,8377,family,143,43,3,-93.129249999999999,44.972790000000003
8377,MYA3CN6X,8378,center,119,50,3,-93.128997802699999,44.651882171600001
8378,MSZ5PA7G,8379,family,101,1,1,-93.128960000000006,44.636310000000002
8379,ZCT7IV3R,8380,family,269,31,4,-93.128820000000005,45.007590000000000
8380,BWN8KG4J,8381,family,91,17,3,-93.128784179700006,45.186058044399999
8381,OOF2PH3Q,8382,family,0,29,3,-93.128749999999997,44.818040000000003
8382,GRK2EU7O,8383,family,38,34,1,-93.128730773900003,44.930625915500002
8383,FPK5AY8U,8384,family,221,25,4,-93.128720000000001,44.427500000000002
8384,YDN9LD8P,8385,family,7,23,4,-93.128630000000001,44.923870000000001
8385,NJG7JG3Z,8386,family,298,32,4,-93.128500000000003,44.801969999999997
8386,YJO8RH2C,8387,family,32,33,2,-93.128450000000001,45.044139999999999
8387,QKT9DE8W,8388,family,159,44,4,-93.128420000000006,44.637380000000000
8388,ABL6BE5N,8389,family,261,50,2,-93.128420000000006,44.638719999999999
8389,FFF9MS4O,8390,family,95,16,3,-93.128380000000007,44.980770000000000
8390,MVR3ZG3Q,8391,family,115,29,4,-93.128360000000001,44.640400000000000
8391,WXD3ME9Q,8392,family,215,1,4,-93.128270000000001,44.960880000000003
8392,XIY7YD3O,8393,center,323,45,2,-93.128250122099999,44.949413299600003
8393,SVD5KD8V,8394,center,406,90,3,-93.128249999999994,44.949170000000002
8394,IQO0HM9C,8395,family,179,21,3,-93.128181457500006,45.107242584200002
8395,HWF9IF6S,8396,family,112,44,1,-93.128180000000000,45.107010000000002
8396,ZUU5RU2S,8397,center,238,35,3,-93.127820000000000,45.068370000000002
8397,POO5BH8U,8398,family,16,37,2,-93.127790000000005,44.801620000000000
8398,OXT7XY2J,8399,family,172,40,1,-93.127679999999998,44.991109999999999
8399,CQX6FD6A,8400,center,104,32,4,-93.127578735399993,44.662822723399998
8400,OMO4VD5N,8401,family,35,36,3,-93.127319999999997,44.662669999999999
8401,WNY5QB8M,8402,family,177,5,2,-93.127075195299994,45.006202697799999
8402,YNA3DQ6Q,8403,family,292,44,4,-93.126970000000000,44.733359999999998
8403,NXK2CQ1N,8404,family,133,44,1,-93.126594543500005,44.739204406699997
8404,YDJ3IX6K,8405,family,272,8,3,-93.126518249499995,44.873329162600001
8405,AHS4LK6V,8406,center,393,92,2,-93.125910000000005,45.094160000000002
8406,PXC5EZ9R,8407,family,253,19,3,-93.125780000000006,44.751260000000002
8407,SQL2TU0C,8408,family,244,20,4,-93.125699999999995,45.167299999999997
8408,QIC9OJ0V,8409,family,10,49,1,-93.125470000000007,45.023370000000000
8409,JFT7TI0B,8410,center,483,23,4,-93.125439999999998,44.973970000000001
8410,FDL7QC8G,8411,center,422,65,3,-93.125349999999997,44.659269999999999
8411,KSR9ZC1K,8412,family,193,3,2,-93.125339999999994,44.873150000000003
8412,WMU8UM3S,8413,family,103,44,3,-93.125240000000005,45.028559999999999
8413,ACK5YR6E,8414,center,178,65,2,-93.125159999999994,45.010950000000001
8414,NRV2VE7E,8415,family,185,49,2,-93.124700000000004,44.953490000000002
8415,DHI0SP1A,8416,center,230,68,1,-93.124534606899999,44.662014007600000
8416,PAU6LP0V,8417,family,15,24,3,-93.124290000000002,43.863270000000000
8417,PLD3GE6P,8418,family,108,41,2,-93.124244689899996,45.087333679200000
8418,YIQ8KW1W,8419,family,125,0,4,-93.124179999999996,45.087080000000000
8419,HZV7NE2X,8420,family,189,33,1,-93.124084472700005,44.822151184100001
8420,LRC6YN2H,8421,family,254,44,4,-93.123710000000003,44.951149999999998
8421,VTB2QR0V,8422,family,144,42,3,-93.123620000000003,44.878570000000003
8422,KNA3SI7T,8423,center,371,37,4,-93.123580932600007,45.029464721700002
8423,WLW7JS1N,8424,family,148,45,2,-93.123030000000000,44.949460000000002
8424,ONQ1ER4R,8425,center,169,31,1,-93.122990000000001,45.166539999999998
8425,ILF8ZW2A,8426,center,297,28,4,-93.122870000000006,45.051180000000002
8426,VQM0ZO1Z,8427,family,245,7,4,-93.122680000000003,44.961410000000001
8427,WCN8QW9S,8428,center,189,31,2,-93.122479999999996,44.960120000000003
8428,HHV5YK5G,8429,family,253,30,3,-93.122219999999999,44.956040000000002
8429,ZMB5GE7M,8430,family,267,25,4,-93.122219999999999,44.961790000000001
8430,XGI0IR2Z,8431,family,131,43,4,-93.122000000000000,45.062330000000003
8431,KKP3RO1L,8432,center,413,64,1,-93.121910000000000,44.959090000000003
8432,WIM2JS6S,8433,family,300,15,1,-93.121734619099996,44.934158325200002
8433,SRM1BO0Y,8434,center,440,73,3,-93.121729999999999,44.934370000000001
8434,DRS7AW4V,8435,family,162,0,1,-93.121160000000003,45.086449999999999
8435,FIA9EH7M,8436,family,54,12,4,-93.121089999999995,44.997909999999997
8436,FEC1SZ4I,8437,family,171,17,2,-93.120613098099994,45.086406707800002
8437,EIM7XT9O,8438,family,55,28,2,-93.119100000000003,44.937609999999999
8438,DHU3WD4M,8439,family,161,32,2,-93.119031000000007,44.867750000000001
8439,DPW8YD5Z,8440,family,173,26,3,-93.118606567399993,44.985668182399998
8440,QWX2AH2I,8441,family,81,46,2,-93.118390000000005,44.975960000000001
8441,IAM7UU1V,8442,family,97,9,2,-93.118139999999997,44.805509999999998
8442,IUB9JV2O,8443,family,246,28,2,-93.118139999999997,44.883789999999998
8443,YTH4LA6Y,8444,family,11,38,3,-93.117970000000000,45.082200000000000
8444,UVE3XJ7Y,8445,center,462,51,4,-93.117869999999996,44.960520000000002
8445,MYI4DZ0N,8446,center,260,64,1,-93.117840000000001,45.118440000000000
8446,PXB1CH0G,8447,center,140,68,3,-93.117739999999998,45.170819999999999
8447,LTY2TR7Y,8448,family,136,22,1,-93.117419999999996,44.958919999999999
8448,NKM2NN4Q,8449,family,263,22,3,-93.116669999999999,45.017910000000001
8449,TDM8DB8F,8450,center,283,74,4,-93.116340637199997,44.901020050000000
8450,WXL9MX8U,8451,family,123,10,4,-93.116340637199997,45.169883728000002
8451,XKZ0FV8J,8452,family,125,8,2,-93.116320000000002,45.169580000000003
8452,PQJ0ES9W,8453,family,65,27,3,-93.116309999999999,44.782780000000002
8453,UAY4LE3O,8454,family,291,20,4,-93.116218566900002,45.017910003700003
8454,GZU7FF0W,8455,family,31,0,1,-93.116152000000000,45.143540000000002
8455,WEJ9KC6L,8456,center,312,100,3,-93.116127014200003,44.946750640899999
8456,OGG4XL6R,8457,family,104,14,2,-93.115623474100005,44.990058898900003
8457,ITZ6BN4L,8458,family,210,14,1,-93.115554809599999,45.111160278299998
8458,BDO4UZ3C,8459,family,78,10,1,-93.115409999999997,45.078719999999997
8459,QNG6FC6H,8460,family,113,31,2,-93.115348815900006,45.142265319800003
8460,UNL4QK0I,8461,family,253,6,1,-93.115240000000000,45.111049999999999
8461,EZV9IP8W,8462,center,266,52,2,-93.114559999999997,44.983590000000000
8462,JKG1CG1Q,8463,family,124,38,3,-93.114289999999997,44.954230000000003
8463,ZCO6YG5D,8464,family,125,23,2,-93.114051818799993,45.112365722699998
8464,KWI8UA2A,8465,center,407,82,1,-93.113929999999996,44.958750000000002
8465,WFW2YY6R,8466,center,303,51,4,-93.113810000000001,44.947730000000000
8466,YEM6TD1N,8467,center,187,70,3,-93.113533020000006,44.983589172400002
8467,UDT2XE7I,8468,center,404,43,3,-93.113249999999994,45.030259999999998
8468,ICQ1EW4E,8469,family,29,10,1,-93.113200000000006,44.958689999999997
8469,KIH1MR7S,8470,family,260,26,4,-93.113128662099996,44.809982299799998
8470,BNQ7VO1L,8471,family,79,44,4,-93.112930000000006,44.961170000000003
8471,UJD1DA6O,8472,family,250,14,1,-93.112921000000000,44.948430000000002
8472,PWC3NO6M,8473,family,230,46,1,-93.112909999999999,45.069470000000003
8473,KIM2GZ4U,8474,family,153,23,3,-93.112854003899997,45.139953613300001
8474,AKM9JR3S,8475,center,481,50,1,-93.111763000500005,45.016349792500002
8475,JGV5QH9H,8476,center,172,84,1,-93.111670000000004,45.188769999999998
